SampleID,Dataset,DiseaseState,Acetanaerobacterium,Acidaminococcus,Actinomyces,Akkermansia,Alistipes,Allisonella,Anaerofilum,Anaerosporobacter,Anaerostipes,Anaerotruncus,Anaerovorax,Bacteroides,Barnesiella,Bifidobacterium,Blautia,Butyricicoccus,Butyricimonas,Catenibacterium,Clostridium_III,Clostridium_IV,Clostridium_XI,Clostridium_XVIII,Clostridium_XlVa,Clostridium_XlVb,Clostridium_sensu_stricto,Collinsella,Coprobacillus,Coprococcus,Desulfovibrio,Dialister,Dorea,Eggerthella,Enterobacter,Erysipelotrichaceae_incertae_sedis,Escherichia/Shigella,Eubacterium,Faecalibacterium,Flavonifractor,Gemmiger,Gordonibacter,Haemophilus,Hespellia,Holdemania,Howardella,Lachnobacterium,Lachnospira,Lachnospiracea_incertae_sedis,Lactobacillus,Lactococcus,Megasphaera,Methanobrevibacter,Mogibacterium,Odoribacter,Oscillibacter,Parabacteroides,Paraprevotella,Parasutterella,Phascolarctobacterium,Porphyromonas,Prevotella,Pseudoflavonifractor,Roseburia,Ruminococcus,Ruminococcus2,Sporobacter,Streptococcus,Subdoligranulum,Sutterella,Turicibacter,Veillonella,Victivallis
TS19,ob_gordon,OB,6,444,2,0,66,0,0,0,134,0,0,5124,97,0,2343,4,0,0,0,122,51,5,534,14,62,62,3,550,0,1,195,5,0,28,0,0,207,27,0,0,0,0,5,0,0,120,1965,0,0,304,0,0,0,4,313,0,0,362,0,6,0,1294,0,216,0,24,9,0,5,0,0
TS20,ob_gordon,OB,0,0,0,30,511,0,0,0,134,1,32,1801,176,0,1043,25,0,0,0,75,244,14,218,15,5,64,10,132,0,779,302,7,0,20,0,0,5029,81,0,0,0,0,6,0,0,116,1710,0,0,1,0,2,38,14,372,0,0,0,0,4767,4,1259,2051,207,0,23,36,38,60,52,0
TS21,ob_gordon,OB,3,44,0,19,89,0,2,0,137,3,7,4366,0,0,2770,14,0,0,0,45,85,15,356,16,53,64,23,53,0,214,125,5,0,8,2,0,1408,45,0,3,0,0,14,0,0,169,2733,0,0,216,0,0,0,25,149,0,0,0,0,10,10,804,249,277,0,29,981,151,0,0,0
TS14,ob_gordon,H,0,0,0,0,34,0,1,0,128,0,13,103,1,4,2666,9,0,0,0,19,151,38,21,2,5,14,8,44,1,127,365,79,0,3,0,0,1210,7,0,1,0,0,2,0,0,34,671,0,3,0,0,0,0,20,5,0,0,0,0,3,1,115,589,399,0,81,1460,3,55,0,0
TS27,ob_gordon,OB,3,0,1,0,61,0,1,0,14,9,11,1494,34,1,226,1,0,0,0,70,691,19,97,4,3,84,10,24,3,0,31,0,0,137,1,0,94,28,0,0,0,0,1,0,0,2,257,7,0,0,0,1,22,410,211,0,1,0,0,2,3,13,1587,374,1,74,96,2,628,0,0
TS8,ob_gordon,H,5,0,0,5,540,0,0,0,15,13,1,2402,89,0,290,12,19,0,0,59,128,45,36,5,27,0,1,159,28,138,121,0,0,153,0,0,2963,12,0,4,0,0,1,0,0,54,399,0,0,0,0,0,14,391,114,0,1,0,0,2,6,111,928,167,7,5,713,57,17,0,0
TS28,ob_gordon,OB,1,0,0,0,38,0,2,0,11,0,0,770,0,0,231,12,0,0,0,9,33,9,15,2,1,0,3,11,0,7,51,0,0,1,0,0,1353,22,0,0,0,0,0,0,0,115,239,0,0,0,0,0,0,61,19,0,7,21,0,0,3,27,342,63,0,2,372,0,1,0,0
TS6,ob_gordon,OB,1,0,0,4,46,0,0,0,27,2,31,1049,3,1,296,9,9,0,0,7,1,1,292,3,17,12,1,36,0,1,80,0,0,1,1,0,1271,10,0,1,0,0,0,5,0,48,205,7,0,0,0,0,5,28,58,38,0,0,0,841,0,122,128,112,4,9,48,39,1,0,0
TS4,ob_gordon,H,0,0,0,0,70,0,0,0,21,0,0,3341,52,0,354,4,3,0,0,4,68,7,800,6,0,0,2,59,0,84,110,2,0,1,0,0,251,43,0,1,0,0,3,0,0,38,130,0,0,0,0,0,9,16,229,0,0,0,0,0,2,41,0,293,0,0,94,122,0,0,0
TS7,ob_gordon,H,1,0,0,0,155,0,0,0,11,0,3,1131,2,0,405,10,11,0,0,131,83,6,79,2,150,39,0,75,2,2,113,0,0,684,0,0,1221,14,0,2,0,0,0,0,0,1,427,0,0,0,0,0,8,141,70,7,0,139,0,1267,10,347,194,280,0,1,70,25,1,0,0
TS5,ob_gordon,H,5,0,0,2,3,0,0,0,68,0,1,648,2,0,1882,18,0,0,0,23,33,71,429,36,20,8,32,120,0,0,439,3,0,16,0,0,581,29,0,1,0,0,2,0,0,165,2450,0,4,0,0,0,0,14,4,0,0,0,0,2,3,34,15,231,0,2,235,0,0,0,0
TS148,ob_gordon,OB,1,0,0,5,60,0,0,0,5,27,2,975,16,0,128,7,7,0,0,4,30,0,84,2,21,4,0,27,8,38,41,0,0,0,0,1,624,3,0,0,0,0,2,0,0,0,226,8,0,74,0,0,13,50,74,10,0,0,0,0,5,60,98,58,0,0,28,109,3,0,2
TS51,ob_gordon,OB,1,15,0,155,386,0,3,0,6,399,21,293,80,18,797,16,0,0,0,73,57,15,311,0,0,447,31,239,4,89,438,10,0,9,3,0,65,86,0,0,0,0,9,0,0,0,377,4,2,149,0,0,4,332,75,0,0,6,0,260,1,65,3,382,0,27,352,0,33,0,0
TS33,ob_gordon,OW,2,0,2,53,106,0,1,0,21,51,7,611,43,0,1319,8,17,580,0,284,0,0,60,24,0,8,0,227,0,476,369,0,0,541,0,0,1026,19,0,2,0,0,0,0,0,38,2278,53,0,0,0,2,6,200,39,0,0,0,0,209,0,129,182,410,6,86,623,60,0,0,0
TS2,ob_gordon,H,1,0,0,99,435,0,1,0,52,35,8,1623,0,0,245,10,0,0,0,396,41,197,50,7,0,168,4,2,0,34,11,0,0,34,1,2,681,62,0,69,0,0,3,0,1,2,427,0,0,0,0,1,45,870,253,0,0,1,0,0,21,84,907,472,0,1,246,1,20,0,0
TS149,ob_gordon,OB,0,0,0,0,43,0,1,0,50,22,1,2451,18,0,495,8,5,0,0,20,26,39,50,1,3,51,8,19,0,0,115,0,0,3,0,0,1614,1,0,2,1,0,3,0,0,48,372,22,4,0,0,0,15,50,13,69,0,0,0,0,1,742,0,134,1,32,139,104,38,1,0
TS3,ob_gordon,OW,0,0,0,0,84,0,1,0,4,5,0,1090,1,2,514,1,1,0,0,30,2,265,45,24,0,6,1,31,0,0,38,1,0,1,0,0,1140,11,0,4,0,0,3,0,0,20,704,0,0,0,0,1,0,32,19,0,2,45,0,0,0,86,97,86,0,0,487,6,0,0,0
TS57,ob_gordon,OB,0,34,0,0,0,0,0,0,7,0,0,1141,0,0,3349,3,0,0,0,1,4,67,253,0,5,0,0,5,0,17,0,2,0,18,0,0,38,2,0,0,0,0,0,0,0,0,510,1,0,0,0,0,0,6,44,0,0,0,0,0,0,122,3,0,0,4,0,69,0,2,0
TS15,ob_gordon,OW,0,0,1,19,189,0,0,0,24,0,5,459,10,0,391,44,0,0,0,48,7,2,59,11,77,5,1,27,1,324,93,0,0,0,0,0,2310,8,0,4,0,0,0,2,0,1,921,0,3,0,0,0,27,163,35,0,11,0,0,2556,10,148,364,86,25,24,380,0,3,7,0
TS9,ob_gordon,OW,0,0,0,7,176,0,0,0,6,0,0,3424,0,0,248,4,0,0,0,8,2,3,90,11,18,2,0,363,0,42,31,0,0,0,0,0,1079,7,0,1,0,0,1,0,0,0,661,0,0,0,0,1,0,99,27,0,23,1,0,2,1,255,302,132,3,13,243,0,0,0,0
TS13,ob_gordon,H,0,0,0,0,89,0,0,0,31,2,2,1406,67,0,238,16,5,0,0,43,5,16,32,8,0,0,0,84,8,0,66,3,0,3,0,0,992,8,0,2,0,0,1,0,0,2,456,0,0,0,0,0,14,117,12,0,0,60,0,0,1,32,211,75,0,6,536,21,1,0,0
TS49,ob_gordon,OB,1,0,1,1,1,0,0,0,27,0,7,342,0,3,837,5,0,686,0,78,22,6,61,26,0,42,8,555,0,0,462,2,0,616,0,1,106,57,0,0,0,0,5,0,0,7,1800,0,0,0,0,2,0,9,7,0,0,0,0,22,0,27,0,275,0,18,1040,0,0,0,0
TS31,ob_gordon,H,0,0,0,30,681,0,0,0,37,99,18,3544,0,0,1272,4,51,0,0,40,20,23,77,18,0,0,3,79,0,0,133,1,0,145,0,0,2387,27,1,0,0,0,6,0,0,225,1215,0,3,0,0,2,19,453,68,0,41,0,0,1,0,17,676,481,0,29,529,1,1,0,0
TS32,ob_gordon,H,1,47,0,0,130,10,0,0,14,0,1,1041,65,0,471,15,20,397,0,27,23,0,116,33,0,8,0,42,21,0,107,0,0,18,0,0,1307,6,0,0,0,0,3,0,0,20,254,0,0,0,0,0,9,21,44,50,0,0,0,1725,0,10,0,138,0,2,157,272,1,0,0
TS1,ob_gordon,H,1,0,0,6,146,0,0,0,3,54,0,1205,108,0,48,14,5,0,0,287,8,0,9,0,0,0,0,13,3,32,7,0,0,1,0,1,689,6,0,9,0,0,0,0,0,0,89,0,0,0,0,0,12,238,58,0,1,0,0,0,4,3,185,34,0,0,399,1,1,0,0
TS30,ob_gordon,OW,0,0,0,0,109,0,0,0,171,0,0,767,28,0,1873,4,0,0,0,26,0,45,96,14,0,0,0,0,1,0,0,1,0,0,0,0,842,20,0,0,0,0,2,0,0,39,682,0,0,0,0,0,0,11,50,31,0,46,0,0,0,62,65,88,0,1,8,0,0,0,0
TS26,ob_gordon,H,0,0,0,5,359,0,1,0,35,7,0,6360,0,0,656,3,0,0,0,328,34,75,35,11,61,3,0,95,1,0,106,5,0,7,0,0,419,10,0,0,0,0,1,0,0,0,415,0,0,0,0,2,37,300,68,0,0,113,0,2,17,24,706,201,0,35,95,0,35,0,0
TS56,ob_gordon,OB,0,0,0,0,20,0,0,0,17,0,0,1417,0,0,307,5,6,0,0,1,7,5,74,0,4,0,0,30,0,61,54,0,0,0,1,0,638,3,0,0,0,0,0,0,0,57,386,0,0,0,0,0,6,5,0,0,63,0,0,0,0,140,31,150,0,0,10,1,0,0,0
TS50,ob_gordon,OB,0,0,0,0,0,0,0,0,117,0,0,27,0,3,2196,2,0,0,0,26,75,270,9,0,3,348,0,167,0,295,425,0,0,6,0,0,90,0,0,0,0,0,0,0,0,15,3348,0,17,0,0,0,0,0,0,0,7,0,0,0,0,28,86,207,0,48,0,0,7,0,0
TS55,ob_gordon,OB,0,0,0,0,0,11,0,0,63,0,0,611,0,1,600,2,0,0,0,10,45,7,69,3,0,0,0,81,0,0,113,6,0,7,0,0,159,5,0,0,0,0,1,0,0,13,158,0,16,0,0,0,0,0,6,8,0,0,0,0,0,24,0,156,0,6,6,0,1,63,0
TS150,ob_gordon,OB,1,0,0,40,4,0,0,0,2,0,3,34,0,0,1189,29,0,0,0,45,0,4,346,4,0,71,0,93,0,0,263,0,0,6,0,0,0,1,0,0,0,0,0,0,0,244,1514,0,1,0,0,0,0,0,2,5,8,11,0,0,0,144,0,335,0,13,72,0,46,0,0
TS25,ob_gordon,H,0,0,0,0,204,0,0,0,33,10,4,2071,0,0,672,1,0,0,0,152,82,134,16,1,23,1,13,70,0,0,71,0,0,0,0,1,264,7,0,1,0,0,4,0,0,3,315,0,3,0,0,1,22,232,190,0,0,105,0,0,8,1,272,168,0,77,89,0,216,4,0
TS29,ob_gordon,OB,0,0,0,0,6,0,0,0,1,0,1,50,0,0,395,0,0,0,0,33,1,1,37,0,0,2,0,3,0,0,17,0,0,5,0,0,229,2,0,1,0,0,1,0,0,2,8,0,1,0,0,1,0,1,4,0,4,0,0,0,0,9,6,36,0,1,700,0,0,0,0
TS2.2,ob_gordon,H,2,0,0,6,119,0,0,0,3,5,0,314,0,0,17,1,0,0,0,75,17,16,2,0,3,8,2,0,0,2,0,0,0,9,0,0,159,4,1,1,0,0,1,0,0,1,82,0,0,0,0,0,7,85,68,0,1,0,0,0,14,7,41,44,0,1,13,0,2,0,0
TS62.2,ob_gordon,OB,0,0,0,0,21,0,0,0,9,0,4,217,0,0,698,1,0,0,0,17,67,90,175,6,1,0,1,15,0,1,69,2,0,9,0,0,227,13,0,0,0,0,1,0,0,1,42,0,1,0,0,0,4,10,6,1,1,15,0,2,2,139,3,339,0,17,0,1,3,0,0
TS65,ob_gordon,OB,0,0,0,0,59,0,0,0,3,0,0,218,15,0,130,1,0,0,0,52,35,1,12,0,10,2,0,14,0,7,15,1,0,2,0,0,195,7,0,0,0,0,0,1,0,2,51,0,0,3,0,0,4,15,25,0,9,5,0,0,0,61,25,42,0,3,164,0,10,0,0
TS66,ob_gordon,OB,0,0,0,72,377,0,0,0,3,0,1,485,32,0,49,0,16,0,0,33,0,1,10,1,0,1,11,5,0,0,10,0,0,0,0,0,96,4,0,0,0,0,0,1,0,0,117,0,0,0,0,0,13,210,16,0,1,0,0,0,1,9,40,42,0,0,61,0,0,0,0
TS193,ob_gordon,H,1,0,0,0,5,0,0,0,5,0,0,245,0,0,188,0,0,0,0,28,0,0,4,3,0,5,0,25,2,0,5,0,0,1,0,0,109,1,0,0,0,0,0,0,0,3,122,0,0,0,0,0,0,5,9,0,1,4,0,111,0,71,18,6,0,0,75,0,0,0,0
TS64.2,ob_gordon,OW,0,0,0,6,425,0,2,0,3,5,0,722,0,0,102,0,0,0,0,44,17,0,7,0,1,0,0,24,0,18,17,0,0,17,0,0,515,5,0,0,0,0,0,0,0,1,113,0,0,0,0,0,96,77,84,13,0,2,0,1,1,67,95,44,0,1,238,14,2,0,0
TS25.2,ob_gordon,H,0,0,1,12,208,0,0,0,13,0,8,567,0,0,422,0,0,0,0,39,19,139,12,0,26,4,1,20,0,0,14,6,0,0,0,0,339,8,0,5,0,0,1,0,0,0,246,0,0,0,0,0,11,30,73,0,0,18,1,0,0,2,79,204,0,8,71,0,195,0,0
TS4.2,ob_gordon,H,1,0,0,0,37,0,0,0,5,0,1,1022,21,0,143,0,2,0,0,15,11,12,114,7,2,0,2,34,0,25,39,0,0,2,0,0,134,26,0,0,0,0,0,0,0,6,49,0,0,0,0,1,9,16,44,0,0,0,0,0,2,25,0,66,0,5,62,47,0,0,0
TS23,ob_gordon,H,0,0,0,0,0,0,0,0,5,0,0,110,0,0,287,0,0,0,0,4,10,220,37,0,0,0,23,17,0,0,31,13,0,6,0,0,43,4,0,0,0,0,0,0,0,9,101,0,13,0,0,0,0,3,13,0,0,8,0,0,0,49,0,68,0,47,3,0,6,0,0
TS20.2,ob_gordon,OB,0,0,0,4,81,0,0,0,5,0,3,290,20,1,125,1,0,0,0,18,13,0,59,0,0,3,0,20,0,169,65,1,0,2,0,0,579,11,0,0,0,0,0,0,0,0,209,0,0,42,0,0,6,23,29,0,0,0,0,1442,0,59,53,54,0,3,0,11,0,0,0
TS55.2,ob_gordon,OB,0,0,0,0,0,6,0,0,42,0,1,1384,0,0,465,5,0,0,0,58,20,4,84,22,0,0,0,57,0,0,133,4,0,8,0,0,235,17,0,0,0,0,2,0,0,7,359,0,0,0,0,0,0,10,41,157,0,0,0,0,0,96,0,224,0,2,14,0,1,65,0
TS22,ob_gordon,H,0,0,0,0,19,0,0,0,25,0,0,110,0,0,853,0,0,0,0,103,9,22,154,10,0,32,4,120,0,0,97,1,0,21,0,0,242,20,0,1,0,0,0,0,0,34,414,0,10,0,0,0,7,5,45,0,9,18,0,0,0,20,5,233,0,106,0,0,53,0,0
TS69,ob_gordon,OB,0,0,0,26,199,0,0,0,6,0,0,951,0,0,373,1,0,0,0,19,1,20,101,21,0,3,5,1,0,1,2,2,0,19,22,0,249,22,0,0,0,0,0,0,0,71,275,71,0,0,0,0,0,16,377,0,0,0,0,0,1,44,0,10,0,513,1,17,0,0,0
TS33.2,ob_gordon,OW,0,0,0,1,3,0,0,0,1,1,2,1,4,2,136,1,1,38,0,6,0,0,20,0,0,21,0,8,0,2,48,0,0,290,0,0,56,2,0,0,0,0,0,0,0,4,265,13,0,0,0,0,0,3,3,0,0,0,0,1,0,4,6,65,0,2,79,0,1,0,0
TS49.2,ob_gordon,OB,1,0,1,11,20,0,0,0,2,0,0,329,0,0,179,1,0,472,0,18,6,4,83,5,0,147,0,20,0,0,90,1,0,245,9,0,3,17,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,3,23,0,0,0,0,227,0,80,0,124,0,9,12,18,0,0,0
TS56.2,ob_gordon,OB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,946,2,0,0,0,1,55,12,22,0,8,0,4,0,0,7,12,0,0,99,8,0,1,32,0,0,0,0,0,0,0,0,9,0,1,30,0,0,0,0,1,0,351,0,0,3,0,139,0,1141,0,3,0,0,3,9,0
TS15.2,ob_gordon,OW,0,0,0,0,19,0,0,0,12,1,0,35,0,0,48,3,0,0,0,0,31,14,12,0,0,5,0,8,1,44,32,0,0,0,0,0,514,1,0,2,5,0,0,1,0,0,226,0,0,1,0,0,0,13,2,0,0,0,0,1211,0,112,29,29,3,26,50,0,6,2,0
TS67,ob_gordon,OB,0,0,0,0,12,0,0,0,1,0,0,184,3,0,85,0,0,0,0,1,1,0,9,2,0,5,0,9,0,0,9,0,0,0,0,0,107,1,0,0,0,0,0,0,0,13,72,0,0,0,0,0,2,4,9,0,8,9,0,1,0,19,9,42,0,2,1,0,0,0,0
TS111,ob_gordon,H,1,0,0,3,81,0,0,0,2,3,1,451,30,0,251,1,0,0,0,25,12,1,40,0,0,3,0,25,0,0,41,0,0,0,0,0,189,9,0,10,0,0,2,0,0,9,116,0,0,0,0,1,9,48,80,0,9,47,0,23,4,107,35,84,2,42,66,0,11,0,0
TS127,ob_gordon,H,0,0,0,29,240,0,0,0,6,129,8,465,65,0,110,2,0,0,0,18,80,18,6,2,2,31,0,82,0,21,62,7,0,0,0,0,117,6,0,0,0,0,0,0,0,21,259,0,0,0,0,0,17,123,28,0,5,0,0,0,3,29,64,40,0,1,150,0,19,0,0
TS43,ob_gordon,OB,1,24,0,9,22,1,0,0,5,0,2,532,13,0,113,4,18,0,0,19,16,0,84,0,0,93,1,34,0,0,70,2,0,0,0,0,90,12,0,2,0,0,0,0,0,24,202,0,0,22,0,0,5,20,32,0,21,0,0,1,0,100,15,69,1,0,29,1,2,0,0
TS30.2,ob_gordon,H,1,0,0,0,195,0,0,0,21,1,0,376,29,0,145,0,0,0,0,240,0,97,60,4,0,16,0,0,2,0,0,0,0,1,0,0,461,7,0,0,0,0,3,0,2,8,211,0,0,0,0,0,0,22,28,5,0,15,0,0,2,27,20,59,0,0,0,0,0,0,0
TS38,ob_gordon,OW,0,0,0,0,11,0,0,0,15,0,1,39,1,0,652,9,0,0,0,24,18,4,6,0,0,10,0,12,0,34,64,0,0,43,0,0,68,6,0,0,0,0,2,0,0,21,267,0,0,10,0,0,0,1,0,2,0,0,0,124,1,29,47,67,0,48,127,0,0,0,0
TS35,ob_gordon,OB,0,0,0,0,13,0,0,0,1,1,0,31,0,0,71,0,1,10,0,11,114,0,9,0,11,58,0,168,11,0,53,0,0,121,0,0,525,4,0,1,0,0,1,0,0,8,207,0,0,1,0,0,0,24,15,4,12,0,0,601,1,97,17,23,0,7,32,0,13,0,0
TS129,ob_gordon,H,0,0,0,5,42,0,0,0,10,0,0,686,3,0,115,4,6,0,0,29,2,9,5,4,6,12,1,8,0,0,15,0,0,5,0,0,228,14,0,0,0,0,0,0,0,17,181,0,1,0,0,0,0,27,21,0,1,15,0,0,4,17,12,82,0,11,17,0,0,0,0
TS68,ob_gordon,OB,0,0,0,0,27,0,0,0,7,0,0,907,2,0,99,3,0,0,0,4,8,5,24,1,10,16,0,20,0,15,32,0,0,35,0,0,676,1,0,2,0,0,0,0,0,4,159,0,1,0,0,1,2,6,66,0,0,0,0,172,0,219,42,61,0,1,32,25,0,0,0
TS16,ob_gordon,H,1,0,0,0,89,0,0,0,4,48,1,1579,0,0,136,0,7,0,0,26,7,0,19,0,0,0,0,17,7,0,36,3,0,0,0,0,736,7,0,0,0,0,0,0,0,13,136,0,0,0,0,4,0,244,112,0,12,0,0,18,0,76,225,68,0,32,318,0,0,0,0
TS19.2,ob_gordon,OB,0,5,0,1,4,0,0,0,20,0,0,0,0,2,569,0,0,0,0,26,11,4,50,0,1,51,1,49,0,0,41,0,0,2,0,0,16,0,0,0,0,0,0,0,0,104,673,0,0,136,0,0,0,0,0,0,0,4,0,0,0,99,0,316,0,18,1,0,6,2,0
TS44,ob_gordon,OB,0,0,0,0,10,0,0,0,0,2,0,63,3,0,57,0,0,0,0,3,11,0,9,0,0,231,0,1,0,36,29,3,0,32,0,0,46,1,0,0,0,0,0,0,0,1,55,0,0,16,0,0,0,7,56,0,0,0,0,64,2,17,5,24,0,39,16,0,0,0,0
TS9.2,ob_gordon,OB,0,0,0,0,69,0,0,0,5,0,0,602,0,0,95,1,0,0,0,4,6,7,30,3,0,17,0,142,0,14,16,1,0,0,0,0,392,3,0,1,0,0,1,0,0,0,178,0,0,0,0,0,0,46,16,0,12,0,0,0,0,113,6,62,1,17,67,0,6,0,0
TS71,ob_gordon,OB,0,0,0,0,27,0,0,0,9,0,2,659,1,0,320,1,0,0,0,23,73,3,30,0,3,9,0,31,0,22,88,0,0,0,0,0,172,3,0,0,0,0,0,0,0,2,308,1,0,0,0,0,2,15,0,0,6,8,0,0,2,31,52,43,0,22,37,0,33,4,0
TS6.2,ob_gordon,OB,1,0,0,0,24,0,0,0,31,0,23,205,0,0,108,1,6,0,0,5,11,0,186,0,0,30,0,6,0,0,49,1,0,0,0,0,567,6,0,0,0,0,1,2,0,38,186,0,0,0,0,0,2,1,22,6,0,0,0,904,0,32,6,72,1,19,12,56,0,0,0
TS128,ob_gordon,H,0,0,0,0,63,0,0,0,4,1,0,1407,7,0,180,0,0,0,0,35,46,8,11,2,4,83,1,1,0,0,18,0,0,0,0,0,729,12,0,0,1,0,1,0,0,1,120,0,0,0,0,0,8,48,36,0,14,40,0,0,0,64,207,20,0,21,138,0,20,0,0
TS3.2,ob_gordon,OW,0,0,0,0,64,0,0,0,1,1,0,140,2,0,70,4,0,0,0,6,1,98,8,11,0,2,0,10,0,1,15,0,0,0,0,0,288,4,0,1,0,0,2,0,0,8,149,0,0,0,0,3,0,2,6,0,0,2,0,1,0,31,5,29,0,145,99,2,0,0,0
TS61.2,ob_gordon,OB,0,0,0,0,10,0,0,0,4,2,2,1053,0,0,217,0,0,0,0,11,35,2,49,0,1,6,4,52,0,0,32,0,0,4,0,0,193,2,0,0,0,0,2,1,0,1,492,0,1,0,0,0,9,65,47,0,16,30,0,0,2,25,152,119,4,5,25,1,7,0,0
TS57.2,ob_gordon,OB,0,0,0,0,0,0,0,0,18,0,0,5,0,0,841,0,0,0,0,1,86,26,75,0,0,0,0,43,0,0,1,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,4,14,0,9,0,0,0,0,0
TS109,ob_gordon,H,1,0,0,0,29,0,0,0,5,0,0,852,4,0,89,0,6,0,0,11,4,6,12,3,1,0,0,4,4,0,9,0,0,0,0,0,241,2,1,0,0,0,1,0,0,26,244,0,0,0,0,0,1,14,39,1,3,24,0,19,3,37,31,8,0,2,38,0,0,0,0
TS17,ob_gordon,H,0,0,0,0,2,0,0,0,3,1,0,301,0,0,34,0,1,0,0,10,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,0,5,92,0,0,0,0,0,1,24,11,0,2,2,0,0,1,12,43,14,0,0,28,0,1,0,0
TS38.2,ob_gordon,OW,2,0,0,26,105,0,0,0,2,2,2,54,12,2,140,0,2,0,0,4,3,20,19,0,1,30,4,11,0,27,30,0,0,43,0,0,374,12,0,0,0,0,0,0,0,10,247,0,0,0,0,0,7,34,28,1,0,5,0,11,1,31,17,63,0,29,15,2,0,0,0
TS72,ob_gordon,OB,0,0,0,1,24,0,0,0,3,0,0,348,1,0,151,0,0,0,0,13,3,0,8,3,0,0,0,15,0,0,7,0,0,0,0,0,90,4,0,0,0,0,1,0,0,9,136,0,0,0,0,0,2,11,6,0,2,12,0,0,0,10,106,21,0,17,35,0,0,0,0
TS63,ob_gordon,OB,0,0,0,8,139,0,0,0,20,0,5,351,0,0,112,1,0,0,0,61,0,12,35,15,0,0,0,8,0,0,18,2,0,2,0,0,75,18,0,0,0,0,3,0,0,0,104,0,0,0,0,2,0,18,0,0,0,8,0,0,0,68,15,48,0,1,3,0,0,0,0
TS31.2,ob_gordon,H,1,0,0,5,185,0,0,0,5,47,3,1951,0,0,438,2,11,0,0,6,5,0,15,2,3,0,2,23,0,0,24,0,0,30,0,0,361,9,0,0,0,0,3,0,0,11,287,0,0,0,0,0,9,111,27,0,23,0,0,0,1,15,188,140,0,3,177,0,0,0,0
TS65.2,ob_gordon,OB,0,0,0,10,210,0,0,0,2,3,3,362,68,0,267,0,0,0,0,17,20,0,2,2,44,7,1,14,0,2,14,0,0,1,0,0,290,7,0,0,0,0,0,4,0,1,79,0,0,4,0,0,14,85,51,0,16,5,0,0,1,6,8,41,0,2,103,0,7,0,0
TS26.2,ob_gordon,H,2,0,0,7,281,0,0,0,19,2,0,699,0,2,481,0,0,0,0,120,39,124,23,0,9,39,2,47,0,0,92,16,0,2,5,0,290,6,0,1,0,0,0,0,0,0,288,0,0,0,0,0,6,84,47,0,0,18,0,0,6,9,138,66,0,18,70,0,117,0,0
TS64,ob_gordon,OW,0,0,0,0,459,0,0,0,2,2,1,781,0,0,95,0,0,0,0,41,14,0,8,0,9,9,1,42,0,30,20,0,0,49,0,0,427,1,0,1,0,0,2,0,0,2,192,0,0,0,0,0,96,70,84,11,0,9,0,0,0,88,4,43,0,2,165,10,62,0,0
TS32.2,ob_gordon,H,0,1,0,1,42,1,0,0,31,0,1,323,33,1,365,4,25,436,0,10,5,4,26,4,3,133,1,35,23,0,126,0,0,74,0,0,590,5,0,1,0,0,0,0,0,22,229,1,0,0,0,0,12,31,20,15,0,0,0,677,0,52,46,136,0,7,59,120,0,0,0
TS66.2,ob_gordon,OB,2,0,0,1,166,0,0,0,37,10,0,913,29,0,240,1,15,0,0,53,21,2,37,1,10,12,7,28,0,18,43,2,0,0,0,0,314,6,0,1,0,0,4,0,0,0,308,3,0,40,0,2,12,118,32,6,2,0,0,1,0,65,70,81,0,0,188,36,1,0,0
TS1.2,ob_gordon,H,0,0,0,1,50,0,0,0,0,25,1,238,25,0,28,0,0,0,0,62,0,2,3,1,0,0,0,1,3,10,1,0,0,2,0,0,153,3,0,4,0,0,0,0,0,0,23,0,0,0,0,0,6,86,15,0,2,0,0,0,0,1,9,9,0,0,135,1,0,0,0
TS37,ob_gordon,OB,0,14,0,1,27,0,0,0,1,2,0,1231,2,0,145,1,2,0,0,7,20,3,25,1,7,29,1,16,0,0,54,0,0,63,0,0,160,1,0,0,0,0,1,0,0,11,163,0,1,0,0,0,4,3,45,0,19,20,0,0,0,102,172,36,0,0,62,0,0,0,0
TS70,ob_gordon,OB,0,2,0,0,46,0,1,0,2,1,0,340,12,0,18,1,0,0,0,27,12,2,7,0,2,3,0,27,0,0,12,0,0,0,0,0,279,1,0,1,0,0,0,0,0,5,108,0,0,0,0,0,14,36,9,0,2,12,0,0,1,7,56,17,0,0,115,3,3,0,0
TS37.2,ob_gordon,OB,0,20,0,9,127,0,0,0,9,7,2,672,11,0,170,0,7,0,0,4,64,30,48,6,2,108,3,14,0,0,69,0,0,37,0,0,622,16,0,0,0,0,1,0,0,13,242,0,0,0,0,0,15,4,58,0,49,46,0,0,4,188,176,71,0,8,44,0,5,0,0
TS50.2,ob_gordon,OB,0,0,0,0,0,0,0,0,26,0,0,548,0,1,406,0,0,0,0,12,1,474,28,0,0,449,0,55,0,40,66,2,0,9,0,0,95,1,0,0,0,0,0,0,0,2,715,0,0,0,0,0,0,0,0,0,40,0,0,0,0,36,0,150,0,5,0,0,0,1,0
